ID,Character
80224,arika amazake | erika amazake
28007,arika yumemiya
23426,arimi suzuki
15121,arin
21354,arina makihara
81401,arisa
10060,arisa ayase
128457,arisa eloise beau-regard
30348,arisa glennorth
29050,arisa gunhale
74917,arisa ichigaya
98386,arisa matsuda
153122,arisa mitaka
90708,arisa mochida
124528,arisa munakata
65159,arisa takanomiya
16345,arisen
84257,arisu fujisaki
132390,arisu sakayanagi
50245,arisu shimada
6311,arisu tachibana
72078,arjuna
132817,arkillo
80784,ark royal
153995,arlan
147419,arlecchino
24945,arle nadja
37859,arlong
63178,armbrust
8556,armin arlert
141813,arnold neumann
71780,arnval mk2
22257,arnval mk.2
35934,aroma kurosu
132397,arona
16535,arresta blanket
50370,arriet
25600,arrietty
126472,ars almal
105065,arsenal
50807,arsene lupin iii
151225,arshes nei
50458,arslan
26058,art
30444,artemis
124850,arthur
125337,arthur boyle
139938,arthur conan doyle
99061,arthur pendragon
20591,arthur reed
142726,arthur trine
125877,artoria caster
78285,artoria pendragon
78288,artoria pendragon alter
111999,artoria pendragon rider alter
11009,aruf
123325,aru honshou
36404,arulumaya
30453,arumi asahina
150185,aruraru
134363,aru rikuhachima
5817,aruru
73705,arus
53446,arusu
149720,arven
73155,aryll
148194,aryutta katz
140263,as
52122,asagi aiba
50614,asagi akira
13561,asagi asagiri
30549,asagi ayase
25173,asagi caldwell
10141,asagi igawa
50852,asagumo
124154,asahi
28354,asahi azumane
80970,asahina daikichi
147650,asahi ohka
5126,asahi sakurai
111366,asahi serizawa
49735,asahi shiina
55344,asaka nogiku
69760,asakaze
118482,asako
132749,asako kusakabe
10403,asako natsume
28747,asako shibasaki
74266,asami kazari
14607,asami kurosaki
146163,asami sato
142285,asa mitaka
138355,asana mutsuba
153952,asari neo
56577,asa shigure
36827,asashimo
29723,asashio
127012,asato tsuzuki
15102,asbel lhant
125698,asbestos
33013,asch
7395,aschen brodel
125361,asclepius
91641,ascot
63049,asellus
121174,asemu asuno
123411,ash
130185,asha
51943,ash crimson
20938,ashe
26395,ashelia bnargin dalmasca
82860,asherah
124887,ashe ubert
11438,ashigara
66149,ashitaka
126477,ashiya douman
19285,ash ketchum
32347,ashley
27638,ashley graham
150218,ashley graves
142855,ashley taylor
68125,ashley winchester
5910,ashlynn
148958,ash lynx
135754,ashram
19385,ashura
109601,ashwatthama
6724,asia argento
92988,asirpa
340,asmodeus
81967,asra archer
81968,asra ninja
76137,asriel dreemurr
37593,assam
14288,assassin
66275,assassin cross
89524,assaultron
35290,asselin bb ii
24623,assembler
29069,asseylum vers allusia
29877,assistant
116467,asta
28250,astaroth
23385,astarotte ygvar
138093,astarte
70363,aster
77636,asterios
38039,astolfo
72938,aston altland
128029,astoria
17956,astraea
80458,astral
7605,astro boy
70641,asuha chigusa
27095,asuham boone
4031,asuha tohara
27219,asuha touhara
20181,asuka
129195,asuka hina
122994,asuka honda
23379,asuka hoshino
94367,asuka katou
15706,asuka kazama
143228,asuka koukawa
25125,asuka langley soryu
52538,asuka mizunokoji
51628,asuka ninomiya
128099,asuka ootorii
57483,asuka sakino
25955,asuka sugo
137834,asuka takizawa
137779,asuka takizawa | cure flamingo
32791,asuka tanaka
2927,asuma sarutobi
125004,asuma shinohara
99989,asumi kominami
19764,asumi nase
128974,asuna
65687,asuna harukaze
129546,asuna ichinose
30733,asuna kagurazaka
64550,asuna kujo
1843,asuna yuuki
1631,asuta jimon
21688,atago
81917,atalanta
102688,atalanta alter
150186,atar
1413,ataru moroboshi
24242,athena
15356,athena asamiya
88612,athena cykes
31132,athena glory
15069,athena tennousu
32732,athrun zala
120700,atlanta
76271,atoko
17515,atomic betty
36766,atra mixta
150576,atre
1032,atsuko
145198,atsuko hakari
96423,atsuko kagami
33376,atsuko kagari
72626,atsuko natsume
126334,atsuko senoo
28484,atsumi munakata
19420,atsumu matsuyuki
134064,atsumu miya
70324,atsushi
11478,atsushi hayami
143912,atsushi hokari
33202,atsushi kinugawa
58549,atsushi minamisawa
110629,atsushi minegishi
71217,atsushi miyuki
17622,atsushi murasakibara
138257,atsushi nakajima
33804,atsushi toushirou
23813,atsuya fubuki
64799,atticus rhodes
36560,atui
5018,aty
69302,auel neider
131318,augusta
141060,august von parseval
78394,aun freya
78892,aunn komano
112845,aunt cass
150208,aura
36684,aura bella fiora
32998,aura shurifon
140644,aurelia le guin
28945,aurica nestmile
130457,aurochs
13700,auron
110060,aurora
31092,aurora e. juutilainen
128034,aurora suya rhys kaymin
143921,auster
1097,austria
147348,avacyn
148460,avan de zinuar iii
109753,avan hardins
23563,avenger
79785,avenger | angra mainyu
150472,aversa
10086,avril vent fleur
113823,avrora
74093,awai oohoshi
29079,awaki musujime
20014,axel
129153,axl low
57944,aya
11101,aya brea
84089,aya fujisaki
94753,aya fujisawa
12173,aya fujiwara
5829,aya hasebe
95435,ayaka ichijo
18744,ayaka kagari
134257,ayaka kamisato
6394,ayaka kurusugawa
32627,ayaka machida
37447,ayaka nikaido
32001,ayaka shinozaki
92505,ayaka sunohara
107277,ayaka tachikawa
8588,ayaka yukihiro
76700,ayako
11976,aya kobayashi
6450,ayako fujisaki
127469,ayako hanabishi
125390,ayako hiiragi
58105,ayako katagiri
130480,ayako kimizuka
3907,ayako kouchi
32332,aya komichi
57129,ayako mitsuzuri
99637,aya maruyama
6434,ayame
8982,ayame fujieda
62223,ayame hamaguchi
31545,ayame jinguuji
36757,ayame kajou
137968,ayame mikuri
117080,ayame nakiri
5290,ayame reikadou
468,ayame sarutobi
12830,ayame shaga
89172,ayame yomogawa
49604,ayame yomokawa
13983,ayamo nakamura
71507,ayanami
32405,aya natsume
9657,ayane
127031,ayane hojo
61460,ayane matsunaga
142630,ayane okusora
32822,ayano elizabeth hakuhouin
79048,ayanojou aburatsubo
25084,ayano kosaka
76313,ayano koura
104444,ayano koura | marine
17455,ayano minegishi
21436,ayano sugiura
108453,ayano tateyama
74914,aya oono
99150,ayasa tachibana
30573,ayase aragaki
153868,ayase mitsukasa
26104,ayase shinomiya
17017,aya shameimaru
130746,aya takayashiki
96751,ayato amagiri
107722,ayato kamina
143273,ayato kamisato
25029,ayato naoi
13677,aya toujou
102671,aya tsuji
30124,ayeka masaki jurai
71876,ayer
125516,ayerscarpe
119793,ayesha
60067,ayesha altugle
20440,ayla
43728,ayla v. roznovsky
140855,ayra
128808,ayu ayukawa
5377,ayuki mari
29299,ayuko oka
19088,ayuko uehara
6125,ayumi
22187,ayumi arihara
52646,ayumi hayami
121188,ayumi momozono
151818,ayumi otosaka
89922,ayumi sakagami
18887,ayumi takahara
8609,ayumi yamada
74915,ayumi yamagou
19660,ayumi yoshida
84864,ayumi yoshida | amy yeager
14110,ayumu aikawa
147729,ayumu iwabitsu
126089,ayumu maihama
14712,ayumu nishizawa
121585,ayumu tanaka
144092,ayumu toujou
120520,ayumu uehara
26717,ayuna shiraishi
147656,ayunda risu
14625,ayu tsukimiya
22587,azaka kokutou
52835,azalyn goza
153950,azami mochizuki
36881,azami nakiri
73814,azanami
65407,azazel
70371,azee gurumin
139996,azell azrina azerandi
79760,azenda
144784,azki
53606,azmaria hendric
9527,azrael
124372,azuki momoi
151057,azuki nagamitsu
72682,azuki tomonaga
145074,azula
139098,azul ashengrotto
23654,azuma
133269,azuma lim
140024,azuma seren
69924,azumi
148904,azumi abe
127150,azumi hidaka
136704,azusa
12952,azusa azuki
107405,azusa enomoto
94331,azusa fuyutsuki
33660,azusa hanai
130818,azusa hinomori
54088,azusa kanzaki
32648,azusa kashiwagi
19804,azusa miura
105518,azusa nakajou
16108,azusa nakano
4262,azusa noyama
70224,azusa sawa
137688,azusa shirasu
24977,azusa shiratori
127630,azusa takatsuka
140951,baal
151343,baby
17085,baby 5
73609,baccarat
110604,bache
30632,bachou mouki
6399,bad end beauty
4237,bad end happy
19106,bad end march
29392,bad end peace
16644,bad end sunny
147177,bagpipe
22544,bahamut
18040,baiken
83829,baiko
148520,baili xuance
152560,bailu
27648,baker
118811,baki hanma
30564,balalaika
123872,balam
146160,balder hringhorni
63661,ballista
19433,balrog
89856,balsa yonsa
79905,balthier
116200,baltimore
126456,bambietta basterbine
2921,ban
7243,banagher links
83075,bandeiras hattori
34825,bane
79057,bangerz
129570,bang freiheit
129522,bang freiheit | van flyheight
71058,ban jumonji
129812,banka
99019,banri ogami
102426,banri settsu
86561,banri tada
25234,banri watanuki
128194,bantaro sanbonmatsu
59884,ban yamano
27209,bao
133986,baobhan sith
28554,barack obama
96493,barara peol
96167,barara peor
28268,barasuishou
71234,barawa
124586,barbara
11300,barbara gordon
125387,barbara gunnhildr
127094,barbara page
102452,barbara parker
129319,barbara pegg
118637,barbariccia
153380,barbatos
148363,bard
37599,bardock
133871,barghest
6884,barnaby brooks jr.
12769,barnette orangello
66460,barney
153036,barney gumble
20042,barney rubble
126679,baron ashura
4268,barret wallace
68057,barry
71917,barry burton
127473,bartholomew fatima
128889,bartholomew roberts
37755,bart simpson
10264,bartz klauser
77833,basara nekki
72140,basch fon ronsenburg
71779,baselard
142745,basil
151796,bask om
29906,bass
34231,bass armstrong
9451,bastet
77319,bastion
20641,bastion misawa
61223,batai
4443,batch
26239,batgirl
146862,bathin
12442,batman
24059,batou
4188,batsu ichimonji
28133,battler ushiromiya
20286,battleship-symbiotic hime
127323,battleship water demon
95504,battle sister monaka
106706,batwoman
49907,bayman
51350,baymax
9882,bayonetta
25020,bazett fraga mcremitz
80311,bb
20400,b.b. hood
72701,b.b. hood | bulleta
110451,bea
129984,beagle
30257,beako
118229,bean bandit
1278,beast
9403,beast boy
32382,beatrice
23832,beatrice ratio
28654,beatrix
70136,beatrix brehme
9533,beatrix monroe
128217,beat valkyrie ixseal
1029,beauty
142557,becky blackbell
63397,becky farrah
18186,becky welsh
124997,bede
95765,bedivere
53304,beelzebub
65604,beelzemon
138135,beerus
136983,beeswax
137352,beidou
2528,belarus
140338,beleth
79507,belfast
91634,belfraw martini
61844,belgium
104146,belial
71831,belinda
24634,bell cranel
647,belldandy
125021,belle
147283,bellona
152717,bellossom
5615,bellows
145154,bellri zenam
147834,belmeria winston
147416,belmond banderas
77899,belphegor
104882,belzerg stylish sword iris
70664,bemstar
77592,benawi
32916,benben tsukumo
9108,bender bending rodriguez
84976,benedict blue
62564,beneej spoor
139776,bengal tiger
106753,beni-enma
120277,benigyo
6966,benikage
105270,benimaru
76391,benio
70040,benio adashino
128924,benkei musashibou
139342,bennett
30745,benten
16621,ben tennyson
103105,beowulf
80580,berg katze
131834,bernadetta von varley
124741,bernard monsha
16210,bernardo ortolani
31860,bernkastel
6119,berserker
73697,bertille althusser
52259,bertolt hoover
79253,beryl benito
23511,beryl jasper
16522,beta
140928,bete loga
153290,beth smith
135952,bettie
13166,betty barrett
6322,betty rubble
15525,bevel
82043,bewear
24349,bianca
72329,bianca | bel
95192,bianca martini
10379,bianca whitaker
80338,bianchi
116008,biba amatori
96681,bibury
143827,big bad wolf
54896,big boss
124132,biggs
30869,biko daitokuji
84408,bill cipher
27169,billy
73632,billy coen
52551,billy kane
47311,billy katagiri
